Timestep,P0,P1,P2,P3
27451,-449.6941549,-417.7334101,-529.5114437,-391.6626807
27452,-449.6941549,-417.7334101,-529.5114437,-401.8048415
27453,-449.6941549,-417.7334101,-529.5114437,-391.6626807
27454,-449.6941549,-417.7334101,-529.5114437,-388.6628433
27455,-449.6941549,-417.7334101,-529.5114437,-388.6628438
27456,-449.6941549,-417.7334101,-529.5114437,-496.1423997
27457,-449.6941549,-417.7334101,-529.5114437,-106.3563267
27458,-449.6941549,-417.7334101,-529.5114437,-98.35489794
27459,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27460,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27461,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27462,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27463,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27464,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27465,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27466,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27467,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27468,-449.6941549,-417.7334101,-529.5114437,-98.35489136
27469,-451.1521286,-417.7334101,-529.5114437,-98.35489136
27470,-449.6538278,-417.7334101,-529.5114437,-98.35489136
27471,-449.6538343,-417.7334101,-529.5114437,-98.35489136
27472,-449.6538343,-417.7334101,-529.5114437,-98.35489136
27473,-449.6538343,-417.7334101,-529.5114437,-98.35489136
27474,-449.6538343,-787.9564091,-529.5114437,-98.35489136
27475,-449.6538343,-426.2338923,-529.5114437,-98.35489136
27476,-449.6538343,-417.7334173,-529.5114437,-98.35489136
27477,-449.588006,-417.7334102,-529.5114437,-98.35489136
27478,-449.5879034,-417.7334101,-529.5114437,-98.35489136
27479,-449.5879011,-417.7334101,-529.5114437,-98.35489136
27480,-449.587901,-417.7334101,-529.5114437,-98.35489136
27481,-449.587901,-417.7334101,-529.5114437,-98.35489136
27482,-449.587901,-417.7334101,-529.5114437,-98.35489136
27483,-449.587901,-417.7334101,-529.5114437,-98.35489136
27484,-449.587901,-417.7334101,-529.5114437,-98.35489136
27485,-449.587901,-417.7334101,-529.5114437,-98.35489136
27486,-452.297389,-372.7038822,-529.5114437,-98.35489136
27487,-452.5877657,-367.703823,-529.5114437,-98.35489136
27488,-449.5878997,-367.7038202,-529.5114437,-98.35489136
27489,-449.587901,-367.7038201,-529.5114437,-98.35489136
27490,-449.587901,-367.7038201,-529.5114437,-154.2999348
27491,-449.587901,-368.6845355,-529.5114437,-148.2998711
27492,-449.587901,-368.7047579,-529.5114437,-148.2998692
27493,-449.587901,-367.7038257,-529.5114437,-148.2998692
27494,-449.587901,-367.7038202,-529.5114437,-148.2998692
27495,-449.587901,-367.7038201,-529.5114437,-148.2998692
27496,-449.587901,-367.7038201,-529.5114437,-148.2998692
27497,-449.587901,-371.1868924,-529.5114437,-148.2998692
27498,-449.587901,-371.7049806,-529.5114437,-148.2998692
27499,-449.587901,-367.7038272,-529.5114437,-148.2998692
27500,-449.587901,-367.7038202,-529.5114437,-148.2998692
27501,-449.587901,-367.7038201,-529.5114437,-148.2998692
27502,-449.587901,-367.7038201,-529.5114437,-148.2998692
27503,-449.587901,-367.7038201,-529.5114437,-148.2998692
27504,-449.587901,-367.7038201,-529.5114437,-148.2998692
27505,-449.587901,-367.7038201,-459.6587018,-148.2998692
27506,-449.587901,-367.7038201,-101.2414132,-148.2998692
27507,-449.587901,-367.7038201,-100.923635,-148.2998692
27508,-449.587901,-367.7038201,-100.347051,-148.2998692
27509,-449.587901,-367.7038201,-98.84683329,-541.6853475
27510,-449.587901,-367.7038201,-98.84681637,-539.1849879
27511,-449.587901,-367.7038201,-98.84681622,-539.1849856
27512,-449.587901,-367.7038201,-98.84681621,-539.1849856
27513,-449.587901,-367.7038201,-98.84681622,-539.1849856
27514,-449.587901,-367.7038201,-98.84681621,-539.1849856
27515,-449.587901,-367.7038201,-98.84681622,-539.1849856
27516,-449.587901,-367.7038201,-98.84681621,-539.1849856
27517,-449.587901,-367.7038201,-101.4677932,-539.1849856
27518,-449.587901,-367.7038201,-101.1162115,-539.1849856
27519,-449.587901,-367.7038201,-101.3924915,-539.1849856
27520,-449.587901,-367.7038201,-98.89234456,-539.1849856
27521,-449.587901,-367.7038201,-98.89234215,-539.1849856
27522,-449.587901,-367.7038201,-98.89234213,-539.1849856
27523,-449.587901,-370.7592155,-98.89234213,-539.1849856
27524,-449.587901,-367.7589928,-466.2649586,-539.1849856
27525,-449.587901,-367.7589915,-107.8920839,-540.8309959
27526,-449.587901,-367.7589915,-98.89233794,-539.3312074
27527,-449.587901,-367.7589915,-98.89234209,-539.3312147
27528,-449.587901,-411.8686455,-98.89234212,-539.3312148
27529,-449.587901,-407.8685026,-98.89234213,-539.3312148
27530,-449.587901,-407.8685017,-98.89234212,-539.3312148
27531,-449.587901,-423.3502744,-98.89234213,-539.3312148
27532,-449.587901,-412.9903529,-98.89234213,-539.3312148
27533,-449.587901,-410.4906542,-98.89234213,-539.3312148
27534,-449.587901,-410.4906582,-98.89234213,-539.3312148
27535,-449.587901,-410.4906582,-98.89234213,-539.3312148
27536,-449.587901,-410.4906582,-98.89234213,-539.3312148
27537,-501.5802538,-410.4906582,-98.89234213,-539.3312148
27538,-499.5803199,-410.4906582,-98.89234213,-539.3312148
27539,-499.5803202,-410.4906582,-98.89234213,-539.3312148
27540,-499.5803202,-410.4906582,-98.89234213,-910.2236149
27541,-116.3560073,-410.4906582,-98.89234213,-548.8306997
27542,-59.36225228,-410.4906582,-98.89234213,-539.3312128
27543,-56.86228827,-410.4906582,-98.89234213,-539.3312148
27544,-56.86228937,-410.4906582,-98.89234213,-539.3312148
27545,-56.86228938,-410.4906582,-98.89234213,-584.4994268
27546,-56.86228938,-410.4906582,-98.89234213,-579.4988393
27547,-56.86228938,-410.4906582,-98.89234213,-579.4988389
27548,-56.86228938,-410.4906582,-98.89234213,-579.4988389
27549,-56.86228938,-410.4906582,-98.89234213,-579.4988389
27550,-56.86228938,-410.4906582,-98.89234213,-579.4988389
27551,-56.86228938,-410.4906582,-98.89234213,-579.4988389
27552,-56.86228938,-410.4906582,-98.89234213,-579.4988389
27553,-56.86228938,-410.4906582,-98.89234213,-579.4988389
27554,-377.8582018,-410.4906582,-98.89234213,-579.4988389
27555,-65.36217916,-410.4906582,-98.89234213,-579.4988389
27556,-56.86228773,-410.4906582,-98.89234213,-579.4988389
27557,-56.86228936,-410.4906582,-98.89234213,-579.4988389
27558,-56.86228938,-410.4906582,-98.89234213,-579.4988389
27559,-56.86228938,-410.4906582,-100.3930933,-579.4988389
27560,-56.86228938,-410.4906582,-98.8930714,-579.4988389
27561,-56.86228938,-410.4906582,-98.89307048,-579.4988389
27562,-56.86228938,-410.4906582,-98.89307047,-579.4988389
27563,-56.86228938,-410.4906582,-98.89307047,-579.4988389
27564,-56.86228938,-410.4906582,-98.89307047,-579.4988389
27565,-56.86228938,-410.4906582,-98.89307047,-579.4988389
27566,-56.86228938,-410.4906582,-98.89307047,-579.4988389
27567,-56.86228938,-410.4906582,-98.89307047,-579.4988389
27568,-56.86228938,-410.4906582,-98.89307047,-579.4988389
27569,-56.86228938,-410.4906582,-98.89307047,-582.0988971
27570,-56.86228938,-410.4906582,-98.89307047,-579.5986993
27571,-56.86228938,-410.4906582,-98.89307047,-579.5986985
27572,-56.86228938,-410.4906582,-98.89307047,-579.5986985
27573,-56.86228938,-410.4906582,-98.89307047,-579.5986985
27574,-56.86228938,-410.4906582,-98.89307047,-579.5986985
27575,-56.86228938,-410.4906582,-98.89307047,-579.5986985
27576,-56.86228938,-410.4906582,-98.89307047,-579.5986985
27577,-56.86228938,-467.9162819,-98.89307047,-579.5986985
27578,-56.86228938,-460.4161764,-98.89307047,-579.5986985
27579,-56.86228938,-460.4161735,-98.89307047,-579.5986985
27580,-59.95191843,-2357.340861,-98.89307047,-579.5986985
27581,-56.95135577,-427.1595355,-98.89307047,-579.5986985
27582,-56.95135312,-425.300863,-98.89307047,-579.5986985
27583,-56.95135311,-470.0807744,-98.89307047,-579.5986985
27584,-56.95135311,-156.5497531,-98.89307047,-579.5986985
27585,-56.95135311,-153.9155733,-98.89307047,-579.5986985
27586,-56.95135311,-149.4163433,-98.89307047,-579.5986985
27587,-56.95135311,-149.4163477,-102.2778474,-579.5986985
27588,-56.95135311,-149.4163477,-98.7773127,-579.5986985
27589,-60.08973587,-149.4163477,-98.77730993,-579.5986985
27590,-56.58988799,-149.4163477,-98.77730992,-579.5986985
27591,-56.58989015,-149.4163477,-98.77730992,-579.5986985
27592,-56.58989017,-149.4163477,-98.77730992,-579.5986985
27593,-56.58989017,-149.4163477,-98.77730992,-579.5986985
27594,-56.58989017,-164.0723887,-98.77730992,-579.5986985
27595,-56.58989017,-149.5724583,-98.77730992,-579.6117175
27596,-56.58989017,-149.5724628,-98.77730992,-579.6117883
27597,-56.58989017,-149.5724628,-98.77730992,-579.6117886
27598,-56.58989017,-149.5724628,-98.77730992,-579.6117886
27599,-56.58989017,-149.5724628,-98.77730992,-579.6117886
27600,-56.58989017,-149.5724628,-98.77730992,-579.6117886
27601,-56.58989017,-149.5607033,-98.77730992,-579.6117886
27602,-56.58989017,-149.5607249,-98.77730992,-579.6117886
27603,-56.58989017,-149.5607251,-98.77730992,-545.426564
27604,-56.58989017,-149.5607251,-98.77730992,-539.4265923
27605,-56.58989017,-149.5607251,-98.77730992,-549.4761706
27606,-56.58989017,-149.5607251,-98.77730992,-539.5019589
27607,-56.58989017,-149.5607251,-98.77730992,-539.5013517
27608,-56.58989017,-149.5607251,-98.77730992,-539.5013492
27609,-56.58989017,-149.5607251,-98.77730992,-539.5013492
27610,-56.58989017,-158.5462144,-98.77730992,-539.5013492
27611,-56.58989017,-149.5461137,-98.77730992,-539.5013492
27612,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27613,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27614,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27615,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27616,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27617,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27618,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27619,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27620,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27621,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27622,-56.58989017,-149.5461091,-98.77730992,-539.5013492
27623,-56.58989017,-149.5461091,-98.77730992,-586.3514165
27624,-56.58989017,-149.5461091,-98.77730992,-190.9851193
27625,-56.58989017,-149.5461091,-98.77730992,-188.4892368
27626,-56.58989017,-149.5461091,-98.77730992,-188.4892586
27627,-56.58989017,-149.5461091,-98.77730992,-188.4892587
27628,-56.58989017,-149.5461091,-98.77730992,-188.4892587
27629,-56.58989017,-149.5461091,-98.77730992,-188.4892587
27630,-56.58989017,-149.5461091,-98.77730992,-2723.929369
27631,-56.58989017,-149.5461091,-98.77730992,-195.8386381
27632,-56.58989017,-149.5461091,-98.77730992,-152.4250225
27633,-56.58989017,-149.5461091,-98.77730992,-148.4248426
27634,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27635,-56.58989017,-149.5461091,-98.77730992,-2435.078197
27636,-56.58989017,-149.5461091,-98.77730992,-154.9266251
27637,-56.58989017,-149.5461091,-98.77730992,-148.4248492
27638,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27639,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27640,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27641,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27642,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27643,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27644,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27645,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27646,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27647,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27648,-56.58989017,-149.5461091,-98.77730992,-148.4248417
27649,-56.58989017,-149.5461091,-98.77730992,-468.0546318
27650,-56.58989017,-149.5461091,-98.77730992,-460.5551394
27651,-56.58989017,-149.5461091,-98.77730992,-460.5551293
27652,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27653,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27654,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27655,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27656,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27657,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27658,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27659,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27660,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27661,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27662,-56.58989017,-149.5461091,-98.77730992,-460.5551292
27663,-56.58989017,-154.364556,-98.77730992,-460.5551292
27664,-56.58989017,-149.3634736,-98.77730992,-460.5551292
27665,-1168.772007,-149.3634677,-98.77730992,-460.5551292
27666,-860.3121554,-149.3634676,-98.77730992,-460.5551292
27667,-902.6386586,-149.3634676,-98.77730992,-460.5551292
27668,-896.6390051,-149.3634677,-98.77730992,-460.5551292
27669,-896.6390049,-149.3634676,-98.77730992,-460.5551292
27670,-896.6390049,-149.3634676,-98.77730992,-460.5551292
27671,-896.6390049,-149.3634676,-98.77730992,-460.5551292
27672,-896.6390049,-149.3634676,-464.5872828,-460.5551292
27673,-896.6390049,-149.3634676,-106.1404188,-460.5551292
27674,-896.6390049,-149.3634676,-98.63996514,-460.5551292
27675,-896.6390049,-149.3634676,-98.63995879,-460.5551292
27676,-896.6390049,-149.3634676,-98.63995875,-411.5337344
27677,-896.6390049,-149.3634676,-98.63995875,-410.533806
27678,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27679,-896.6390049,-149.3634676,-98.63995875,-410.5557149
27680,-896.6390049,-149.3634676,-98.63995875,-410.5579417
27681,-896.6390049,-149.3634676,-98.63995875,-410.5579467
27682,-896.6390049,-149.3634676,-98.63995875,-410.5579467
27683,-896.6390049,-149.3634676,-98.63995875,-410.5579467
27684,-896.6390049,-149.3634676,-98.63995875,-410.5579467
27685,-896.6390049,-149.3634676,-413.0340428,-410.5579467
27686,-896.6390049,-149.3634676,-102.1392723,-410.5579467
27687,-896.6390049,-149.3634676,-98.63994906,-410.5359973
27688,-896.6390049,-149.3634676,-98.63995861,-410.533811
27689,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27690,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27691,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27692,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27693,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27694,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27695,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27696,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27697,-896.6390049,-149.3634676,-98.63995875,-410.5338063
27698,-896.6390049,-149.3634676,-98.63995875,-413.0351081
27699,-896.6390049,-149.3634676,-98.63995875,-105.9049302
27700,-896.6390049,-149.3634676,-98.63995875,-490.4036167
27701,-896.6390049,-149.3634676,-98.63995875,-488.8855224
27702,-898.0911196,-149.3634676,-98.63995875,-488.885513
27703,-896.5911139,-149.3634676,-98.63995875,-488.8855129
27704,-896.5911141,-149.3634676,-98.63995875,-488.8855129
27705,-896.5911141,-149.3634676,-98.63995875,-490.2456845
27706,-896.5911141,-149.3634676,-98.63995875,-544.3130913
27707,-896.5911141,-149.3634676,-98.63995875,-538.8129611
27708,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27709,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27710,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27711,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27712,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27713,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27714,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27715,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27716,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27717,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27718,-896.5911141,-149.3634676,-98.63995875,-538.8129605
27719,-896.5911141,-149.3634676,-414.7986705,-538.8129605
27720,-896.5911141,-149.3634676,-411.3634662,-538.8129605
27721,-896.5911141,-149.3634676,-378.1695117,-538.8129605
27722,-896.5911141,-149.3634676,-368.1692361,-538.8129605
27723,-896.5911141,-149.3634676,-368.1692343,-538.8129605
27724,-896.5911141,-149.3634676,-368.1692343,-538.8129605
27725,-896.5911141,-149.3634676,-368.1692343,-538.8129605
27726,-896.5911141,-149.3634676,-368.1692343,-538.8129605
27727,-896.5911141,-149.3634676,-368.1692343,-538.8129605
27728,-896.5911141,-470.0621635,-368.1692343,-538.8129605
27729,-896.5911141,-462.6464915,-370.8178609,-538.8129605
27730,-896.5911141,-461.1472506,-63.37369838,-538.8129605
27731,-896.5911141,-461.1472764,-58.87350405,-538.8129605
27732,-896.5911141,-461.1472767,-58.87350077,-538.8129605
27733,-896.5911141,-461.1472767,-58.87350073,-538.8129605
27734,-942.4698841,-461.1472767,-58.87350073,-538.8129605
27735,-936.4698891,-461.1472767,-58.87350073,-538.8129605
27736,-936.4698889,-461.1472767,-58.87350073,-538.8129605
27737,-936.4698889,-461.1472767,-59.90362288,-538.8129605
27738,-936.4698889,-461.1472767,-58.90343746,-538.8129605
27739,-936.4698889,-461.1472767,-58.90343646,-538.8129605
27740,-936.4698889,-461.1472767,-58.90343645,-538.8129605
27741,-936.4698889,-158.4683292,-58.90343645,-538.8129605
27742,-936.4698889,-149.4686165,-58.90343645,-538.8129605
27743,-936.4698889,-149.4686217,-58.90343645,-538.8129605
27744,-936.4698889,-149.4686217,-58.90343645,-538.8129605
27745,-936.4698889,-149.4686217,-58.90343645,-538.8129605
27746,-936.4698889,-149.4686217,-58.90343645,-538.8129605
27747,-936.4698889,-149.4686217,-58.71234233,-538.8129605
27748,-936.4698889,-149.4686217,-58.70985892,-538.8129605
27749,-936.4698889,-149.4686217,-62.59116886,-538.8129605
27750,-936.4698889,-149.4686217,-58.59186033,-538.8129605
27751,-936.4698889,-149.4686217,-58.59186403,-538.8129605
27752,-936.4698889,-149.4686217,-58.59186405,-538.8129605
27753,-936.4698889,-105.9670419,-60.94032992,-538.8129605
27754,-936.4698889,-99.46706424,-58.44013823,-538.8129605
27755,-936.4698889,-99.46706827,-58.44013562,-538.8129605
27756,-936.4698889,-99.46706832,-58.4401356,-538.8129605
27757,-936.4698889,-99.46706832,-58.4401356,-538.8129605
27758,-936.4698889,-102.4685829,-73.79300146,-538.8129605
27759,-936.4698889,-99.46857271,-63.44051797,-538.8129605
27760,-936.4698889,-384.1023366,-58.44014079,-538.8129605
27761,-936.4698889,-372.6775199,-58.44013564,-538.8129605
27762,-936.4698889,-383.1027466,-58.4401356,-538.8129605
27763,-936.4698889,-372.6775199,-2812.490396,-538.8129605
27764,-945.4871676,-383.1027466,-65.06775887,-538.8129605
27765,-936.4871452,-441.3552173,-58.06624645,-538.8129605
27766,-936.4871449,-374.6772726,-58.06623943,-538.8129605
27767,-936.4871449,-383.1027466,-58.0662394,-538.8129605
27768,-936.4871449,-372.6775199,-58.0662394,-538.8129605
27769,-936.4871449,-383.1027466,-58.0662394,-538.8129605
27770,-936.4871449,-372.6775199,-58.0662394,-538.8129605
27771,-936.4871449,-383.1027466,-58.05162289,-538.8129605
27772,-1252.770138,-372.6775199,-58.05171194,-538.8129605
27773,-941.9868733,-383.1027466,-58.0517124,-538.8250333
27774,-936.4871438,-372.6775199,-58.0517124,-538.8250394
27775,-936.4871449,-383.1027466,-58.0517124,-538.8250394
27776,-936.4871449,-372.6775199,-58.0517124,-538.8250394
27777,-937.518793,-383.1027466,-58.0517124,-538.7825484
27778,-936.5187939,-372.6775199,-58.0517124,-538.7824822
27779,-936.5187938,-383.1027466,-58.0517124,-538.7824797
27780,-936.5187938,-372.6775199,-58.0517124,-538.7824797
27781,-936.5187938,-383.1027466,-102.6872756,-538.7824797
27782,-936.5187938,-372.6775199,-98.18647851,-538.7824797
27783,-936.5187938,-383.1027466,-98.18647431,-538.7824797
27784,-936.5187938,-372.6775199,-98.18647429,-112.5770544
27785,-936.5187938,-383.1027466,-98.18647429,-62.07534875
27786,-936.5187938,-372.6775199,-98.18647429,-104.3949079
27787,-936.5187938,-383.1027466,-98.18647429,-100.4478604
27788,-936.5187938,-372.6775199,-98.18647429,-99.44789079
27789,-936.5187938,-383.1027466,-98.18647429,-2811.215709
27790,-936.5187938,-372.6775199,-98.18647429,-587.6669901
27791,-936.5187938,-383.1027466,-98.18647429,-581.2261135
27792,-936.5187938,-372.6775199,-98.18647429,-578.726143
27793,-936.5187938,-383.1027466,-98.18647429,-581.0773073
27794,-950.3916577,-372.6775199,-98.18647429,-542.9438764
27795,-893.8760816,-383.1027466,-98.18647429,-540.5010561
27796,-889.3760918,-372.6775199,-98.18647429,-538.500842
27797,-889.3760919,-149.7875592,-98.18647429,-538.5008419
27798,-889.3760919,-148.7873308,-98.18647429,-590.8834341
27799,-889.3760919,-148.7873345,-98.18647429,-542.5848749
27800,-889.3760919,-148.7873345,-98.18647429,-538.5845564
27801,-889.3760919,-193.1521214,-98.18647429,-538.5845551
27802,-889.3760919,-188.6524165,-98.18647429,-538.5845551
27803,-889.3760919,-188.6524177,-98.18647429,-538.5845551
27804,-889.3760919,-188.6524177,-98.18647429,-498.5062404
27805,-889.3760919,-188.6524177,-98.18647429,-548.5849261
27806,-889.3760919,-188.6524177,-98.18647429,-503.7058074
27807,-889.3760919,-188.6524177,-98.18647429,-498.7057683
27808,-889.3760919,-188.6524177,-98.18647429,-498.7057682
27809,-889.3760919,-188.6524177,-2811.637642,-498.7057682
27810,-889.3760919,-188.6524177,-67.75826435,-498.7057682
27811,-889.3760919,-188.6524177,-58.75719649,-498.7057682
27812,-889.3760919,-188.6524177,-58.75719055,-498.7057682
27813,-889.3760919,-188.6524177,-58.75719052,-498.7057682
27814,-889.3760919,-188.6524177,-58.75719052,-498.7057682
27815,-889.3760919,-188.6524177,-58.75719052,-498.7057682
27816,-889.3760919,-188.6524177,-58.75719052,-498.7057682
27817,-889.3760919,-188.6524177,-58.75719052,-498.7057682
27818,-889.3760919,-188.6524177,-423.3638084,-498.7057682
27819,-889.3760919,-188.6524177,-67.40318082,-498.7057682
27820,-889.3760919,-188.6524177,-58.90343223,-498.7057682
27821,-889.3760919,-188.6524177,-58.90343642,-498.7057682
27822,-889.3760919,-188.6524177,-58.90343645,-498.7057682
27823,-889.3760919,-188.6524177,-58.90343645,-498.7057682
27824,-889.3760919,-188.6524177,-58.90343645,-498.7057682
27825,-889.3760919,-188.6524177,-58.90343645,-498.7057682
27826,-889.3760919,-188.6524177,-58.90343645,-498.7057682
27827,-889.3760919,-188.6524177,-58.90343645,-498.7057682
27828,-572.017445,-188.6524177,-58.90343645,-498.7057682
27829,-538.115299,-188.6524177,-58.90343645,-498.7057682
27830,-530.1140778,-188.6524177,-58.90343645,-498.7057682
27831,-537.9194071,-188.6524177,-58.90343645,-498.7057682
27832,-527.419403,-188.6524177,-58.90343645,-498.7057682
27833,-527.419403,-191.7595712,-58.90343645,-498.7057682
27834,-527.419403,-188.7601036,-58.90343645,-498.7057682
27835,-527.419403,-188.7601059,-58.90343645,-498.7057682
27836,-527.419403,-188.7601059,-58.90343645,-498.7057682
27837,-527.419403,-188.7601059,-58.90343645,-498.7057682
27838,-527.419403,-188.7601059,-58.90343645,-498.7057682
27839,-527.419403,-518.8366078,-58.90343645,-498.7057682
27840,-527.419403,-510.3365659,-58.90343645,-498.7057682
27841,-527.419403,-510.3365644,-58.90343645,-498.7057682
27842,-527.419403,-510.3365644,-58.90343645,-498.7057682
27843,-527.419403,-510.3365644,-102.0050862,-112.7694598
27844,-527.419403,-510.3365644,-99.00500982,-107.7702843
27845,-527.419403,-510.3365644,-99.00500936,-107.7702879
27846,-527.419403,-510.3365644,-99.00500936,-107.7702879
27847,-527.419403,-510.3365644,-99.00500936,-111.3348458
27848,-527.419403,-510.3365644,-99.00500936,-111.2700971
27849,-527.419403,-510.3365644,-99.00500936,-107.7702869
27850,-527.419403,-510.3365644,-99.00500936,-107.7702879
27851,-438.5257271,-510.3365644,-99.00500936,-107.7702879
27852,-395.0176881,-510.3365644,-99.00500936,-107.7702879
27853,-387.5180183,-510.3365644,-99.00500936,-107.7702879
27854,-387.5180199,-510.3365644,-99.00500936,-149.8311479
27855,-387.5180199,-510.3365644,-99.00500936,-147.8308308
27856,-387.5180199,-510.3365644,-99.00500936,-147.8308292
27857,-387.5180199,-454.7538727,-101.359553,-147.8308292
27858,-387.5180199,-454.9422311,-98.85935871,-147.8308292
27859,-387.5180199,-147.9416731,-98.85935601,-147.8308292
27860,-387.5180199,-104.0764995,-98.85935599,-147.8308292
27861,-387.5180199,-99.57617234,-98.85935599,-147.8308292
27862,-387.5180199,-99.5761705,-98.85935599,-147.8308292
27863,-387.5180199,-99.57617049,-98.85935599,-147.8308292
27864,-387.5180199,-99.57617049,-98.85935599,-147.8308292
27865,-578.4185149,-99.57617049,-98.85935599,-147.8308292
27866,-543.5425991,-99.57617049,-98.85935599,-147.8308292
27867,-537.5425577,-99.57617049,-98.85935599,-147.8308292
27868,-537.5425576,-99.57617049,-98.85935599,-147.8308292
27869,-537.5425576,-99.57617049,-62.72682179,-147.8308292
27870,-537.5425576,-99.57617049,-58.7270702,-147.8308292
27871,-537.5425576,-99.57617049,-58.7270716,-147.8308292
27872,-537.5425576,-99.57617049,-58.72707161,-147.8308292
27873,-538.9398793,-99.57617049,-58.72707161,-147.8308292
27874,-541.0424264,-99.57617049,-58.72707161,-149.2352776
27875,-537.5425557,-99.57617049,-58.72707161,-151.6599882
27876,-537.5425576,-99.57617049,-58.72707161,-148.1592377
27877,-537.5425576,-99.57617049,-58.72707161,-148.1592345
27878,-537.5425576,-99.57617049,-58.72707161,-148.1592345
27879,-537.5425576,-102.6882074,-423.6861999,-148.1592345
27880,-537.5425576,-99.68889185,-417.1859143,-148.1592345
27881,-537.5425576,-99.68889565,-417.1859112,-148.1592345
27882,-537.5425576,-99.68889567,-417.1859112,-148.1592345
27883,-537.5425576,-99.68889567,-417.1859112,-148.1592345
27884,-537.5425576,-99.68889567,-417.1859112,-148.1592345
27885,-537.5425576,-99.68889567,-417.1859112,-382.2248629
27886,-537.5425576,-99.68889567,-417.1859112,-151.1601212
27887,-537.5425576,-99.68889567,-417.1859112,-382.2248629
27888,-539.579516,-99.68889567,-417.1859112,-151.1601212
27889,-539.5417429,-99.68889567,-417.1859112,-382.2248629
27890,-537.542557,-99.68889567,-417.1859112,-151.1601212
27891,-537.5425576,-99.68889567,-417.1859112,-382.2248629
27892,-537.5425576,-99.68889567,-417.1859112,-151.1601212
27893,-537.5425576,-411.8291247,-417.1859112,-382.2248629
27894,-537.5425576,-409.3289442,-417.1859112,-151.1601212
27895,-537.5425576,-409.3289517,-417.1859112,-382.2248629
27896,-537.5425576,-467.2108805,-417.1859112,-335.2255497
27897,-537.5425576,-459.2108571,-417.1859112,-330.1109236
27898,-537.5425576,-459.2108554,-417.1859112,-61.81695493
27899,-537.5425576,-459.2108554,-417.1859112,-59.31712131
27900,-537.5425576,-459.2108554,-417.1859112,-59.31712398
27901,-537.5425576,-459.2108554,-417.1859112,-59.317124
27902,-537.5425576,-459.2108554,-417.1859112,-59.317124
27903,-537.5425576,-459.2108554,-417.1859112,-59.317124
27904,-537.5425576,-459.2108554,-417.1859112,-59.317124
